Gss year for this respondent                       ,Respondent id number,Number of hours worked last week,Marital status,Number of children,Age of respondent,Highest year of school completed,General happiness,Happiness of marriage,Condition of health,Is life exciting or dull,Spend evening with relatives,Spend evening with friends,Spend evening at bar,Job or housework,Subjective class identification,Satisfaction with financial situation,Sex before marriage,Suicide if bankrupt,Have gun in home,Hours per day watching tv,Family income in constant $
2014,1819,50,Married,0,33,12,Pretty happy,Very happy,Excellent,Exciting,Once a month,Sev times a week,Sev times a week,Very satisfied,Working class,More or less,Not wrong at all,Yes,No,2,134817
2014,1824,40,Married,0,33,12,Pretty happy,Very happy,Good,Routine,Once a month,Once a month,Sev times a year,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,2,31928
2014,1830,65,Married,2,56,19,Very happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a mnth,Sev times a year,Very satisfied,Middle class,Satisfied,Always wrong,No,No,1,134817
2014,1832,70,Married,0,30,17,Pretty happy,Very happy,Fair,Exciting,Sev times a week,Once a month,Sev times a mnth,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,Yes,1,26015
2014,1845,65,Married,1,31,12,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Once a month,Very satisfied,Working class,Satisfied,Not wrong at all,No,Yes,2,31928
2014,1846,40,Married,4,44,14,Pretty happy,Pretty happy,Fair,Routine,Sev times a year,Never,Never,A little dissat,Working class,Not at all sat,Not wrong at all,No,No,3,15373
2014,1855,15,Married,3,72,14,Pretty happy,Very happy,Fair,Routine,Once a year,Sev times a week,Sev times a week,Very satisfied,Working class,More or less,Sometimes wrong,No,No,4,31928
2014,1858,Not applicable,Married,4,80,19,Pretty happy,Pretty happy,Excellent,Routine,Sev times a year,Sev times a year,Never,Not applicable,Middle class,More or less,Sometimes wrong,No,Yes,3,21285
2014,1859,40,Married,1,56,18,Pretty happy,Pretty happy,Fair,Routine,Once a month,Sev times a week,Sev times a week,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,4,47300
2014,1860,40,Married,2,44,17,Pretty happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Never,Mod. satisfied,Working class,More or less,Not wrong at all,Don't know,Yes,3,21285
2014,1863,Not applicable,Married,3,37,16,Pretty happy,Pretty happy,Fair,Routine,Sev times a mnth,Sev times a year,Never,Mod. satisfied,Middle class,More or less,Always wrong,No,No,3,39023
2014,1866,Not applicable,Married,2,58,12,Pretty happy,Very happy,Fair,Dull,Sev times a week,Sev times a mnth,Never,Mod. satisfied,Working class,Satisfied,Not wrong at all,No,Yes,6,134817
2014,1870,40,Married,0,54,16,Very happy,Very happy,Good,Routine,Sev times a year,Once a year,Never,Very satisfied,Working class,More or less,Not wrong at all,Yes,Yes,1,26015
2014,1873,16,Married,1,67,12,Very happy,Pretty happy,Good,Routine,Almost daily,Once a month,Never,Very satisfied,Working class,Not at all sat,Sometimes wrong,No,Yes,4,13008
2014,1874,Not applicable,Married,4,47,18,Pretty happy,Very happy,Good,Routine,Sev times a mnth,Sev times a week,Once a year,Don't know,Middle class,Satisfied,Sometimes wrong,No,No,0,134817
2014,1875,Not applicable,Married,4,78,12,Very happy,Very happy,Excellent,Routine,Sev times a year,Never,Never,Not applicable,Working class,More or less,Not wrong at all,No,Yes,5,11234
2014,1886,Not applicable,Married,2,39,18,Very happy,Very happy,Excellent,Exciting,Sev times a week,Once a month,Sev times a year,Very satisfied,Middle class,Satisfied,Always wrong,No,Yes,2,47300
2014,1888,44,Married,0,44,16,Pretty happy,Very happy,Good,Routine,Sev times a week,Sev times a year,Once a month,Mod. satisfied,Middle class,Satisfied,Always wrong,Yes,Yes,1,56760
2014,1889,40,Married,3,57,16,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Once a year,Very satisfied,Middle class,Satisfied,Always wrong,No,Yes,1,56760
2014,1891,47,Married,3,46,13,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a year,Sev times a year,A little dissat,Middle class,More or less,Always wrong,No,Yes,1,56760
2014,1898,Not applicable,Married,2,39,16,Very happy,Pretty happy,Good,Exciting,Sev times a mnth,Sev times a year,Once a year,Not applicable,Working class,More or less,Not wrong at all,No,No,1,31928
2014,1905,Not applicable,Married,3,71,12,Pretty happy,Pretty happy,Good,Routine,Once a month,Sev times a mnth,Never,Not applicable,Middle class,Not at all sat,Not wrong at all,No,Yes,6,10051
2014,1906,40,Married,4,39,14,Very happy,Very happy,Excellent,Exciting,Sev times a week,Once a year,Never,Mod. satisfied,Middle class,Satisfied,Always wrong,No,Yes,1,31928
2014,1929,Not applicable,Married,2,38,17,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Once a month,Sev times a year,A little dissat,Working class,More or less,Not wrong at all,No,No,2,31928
2014,1930,39,Married,0,29,12,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a week,Sev times a year,Mod. satisfied,Working class,More or less,Sometimes wrong,No,No,4,26015
2014,1937,Not applicable,Married,Eight or more,85,14,Very happy,Pretty happy,Fair,Routine,Sev times a mnth,Once a year,Sev times a week,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,4,21285
2014,1938,60,Married,5,66,20,Pretty happy,Very happy,Excellent,Exciting,Almost daily,Once a month,Never,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,0,134817
2014,1952,50,Married,2,33,12,Pretty happy,Very happy,Good,Routine,Sev times a mnth,Sev times a mnth,Sev times a year,Very satisfied,Middle class,Satisfied,Almst always wrg,No,Yes,2,47300
2014,1957,Not applicable,Married,2,68,12,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Once a month,Sev times a year,Not applicable,Middle class,Satisfied,Always wrong,No,Yes,3,39023
2014,1969,40,Married,0,30,17,Very happy,Very happy,Good,Routine,Sev times a week,Sev times a mnth,Sev times a mnth,Very satisfied,Working class,More or less,Always wrong,No,No,2,47300
2014,1975,Not applicable,Married,2,71,16,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Once a month,Never,Not applicable,Middle class,Satisfied,Always wrong,No,No,3,21285
2014,1989,Not applicable,Married,Eight or more,67,8,Not too happy,Not too happy,Poor,Exciting,Never,Never,Never,Not applicable,Lower class,Satisfied,Not wrong at all,No,No,8,7686
2014,2003,Not applicable,Married,2,79,11,Pretty happy,Very happy,Good,Routine,Sev times a year,Sev times a year,Never,Not applicable,Middle class,More or less,Always wrong,No,Yes,5,10051
2014,2016,89,Married,2,54,12,Very happy,Very happy,Good,Exciting,Never,Never,Never,Very satisfied,Working class,More or less,Almst always wrg,No,Yes,3,56760
2014,2022,60,Married,3,43,8,Pretty happy,Very happy,Good,Routine,Sev times a year,Never,Never,Very satisfied,Working class,More or less,Not wrong at all,No,No,1,39023
2014,2024,40,Married,3,39,12,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Once a month,Never,Very satisfied,Working class,Satisfied,Almst always wrg,No,No,3,134817
2014,2025,50,Married,2,52,4,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Once a year,Never,Mod. satisfied,Working class,More or less,Always wrong,No,No,0,13008
2014,2038,30,Married,2,35,15,Very happy,Very happy,Excellent,Exciting,Sev times a week,Once a month,Sev times a year,Very satisfied,Working class,More or less,Always wrong,No,No,1,31928
2014,2047,Not applicable,Married,1,46,14,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Once a year,Very satisfied,Upper class,Satisfied,Not wrong at all,No,Yes,3,134817
2014,2066,Not applicable,Married,4,86,20,Very happy,Very happy,Poor,Exciting,Sev times a week,Once a year,Never,Not applicable,Working class,More or less,Always wrong,Don't know,No,3,26015
2014,2087,40,Married,0,32,9,Pretty happy,Very happy,Fair,Exciting,Never,Sev times a week,Never,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,5,31928
2014,2093,Not applicable,Married,4,77,15,Pretty happy,Very happy,Excellent,Exciting,Sev times a year,Never,Never,Not applicable,Working class,Satisfied,Not wrong at all,No,No,4,31928
2014,2109,Not applicable,Married,2,59,14,Not too happy,Pretty happy,Fair,Dull,Sev times a mnth,Once a year,Never,Not applicable,Working class,More or less,Not wrong at all,No,No,5,31928
2014,2116,40,Married,3,35,14,Pretty happy,Very happy,Good,Exciting,Once a month,Once a month,Once a month,Very satisfied,Working class,More or less,Always wrong,No,Yes,1,31928
2014,2129,25,Married,2,30,18,Pretty happy,Pretty happy,Fair,Routine,Sev times a week,Once a year,Never,Mod. satisfied,Working class,More or less,Not wrong at all,No,Yes,3,39023
2014,2130,Not applicable,Married,4,41,6,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a week,Never,Mod. satisfied,Lower class,Satisfied,Always wrong,No,No,1,21285
2014,2141,35,Married,1,45,20,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Once a year,Very satisfied,Middle class,More or less,Not wrong at all,Yes,Yes,1,47300
2014,2142,Not applicable,Married,0,54,17,Pretty happy,Very happy,Good,Routine,Sev times a week,Once a year,Sev times a year,A little dissat,Middle class,Satisfied,Not wrong at all,Yes,No,3,17738
2014,2148,40,Married,3,51,14,Pretty happy,Very happy,Good,Exciting,Almost daily,Sev times a year,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,1,56760
2014,2152,40,Married,1,48,12,Very happy,Very happy,Fair,Exciting,Sev times a mnth,Sev times a mnth,Once a month,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,3,15373
2014,2157,30,Married,2,39,16,Pretty happy,Pretty happy,Good,Routine,Sev times a week,Once a month,Sev times a year,A little dissat,Middle class,Satisfied,Sometimes wrong,No,Refused,0,47300
2014,2160,40,Married,3,65,12,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a mnth,Once a month,Mod. satisfied,Working class,Satisfied,Not wrong at all,No,Refused,2,134817
2014,2168,30,Married,2,79,15,Pretty happy,Pretty happy,Fair,Routine,Sev times a year,Once a month,Never,Very satisfied,Middle class,Satisfied,Always wrong,No,Yes,1,47300
2014,2182,Not applicable,Married,0,29,18,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Once a month,Mod. satisfied,Middle class,More or less,Not wrong at all,No,No,3,21285
2014,2193,50,Married,4,55,14,Not too happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Sev times a year,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,Yes,2,47300
2014,2204,Not applicable,Married,0,49,14,Pretty happy,Not too happy,Good,Exciting,Never,Sev times a week,Almost daily,Mod. satisfied,Middle class,Not at all sat,Not wrong at all,Yes,Yes,0,31928
2014,2206,30,Married,0,32,16,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Once a month,Once a month,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,3,17738
2014,2210,Not applicable,Married,5,88,3,Pretty happy,Pretty happy,Fair,Routine,Sev times a mnth,Never,Never,Not applicable,Middle class,More or less,Not wrong at all,No,Yes,6,39023
2014,2216,Not applicable,Married,4,53,9,Pretty happy,Pretty happy,Fair,Routine,Once a month,Once a year,Never,Mod. satisfied,Lower class,Not at all sat,Not wrong at all,Don't know,No,3,6504
2014,2221,40,Married,2,56,11,Very happy,Very happy,Excellent,Exciting,Almost daily,Once a month,Never,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,6,26015
2014,2228,70,Married,2,42,20,Very happy,Pretty happy,Good,Exciting,Sev times a year,Sev times a year,Sev times a year,Very satisfied,Middle class,More or less,Not wrong at all,No,No,0,56760
2014,2234,Not applicable,Married,3,36,12,Pretty happy,Pretty happy,Fair,Exciting,Once a month,Sev times a week,Sev times a year,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,2,26015
2014,2235,40,Married,3,48,18,Very happy,Very happy,Good,Exciting,Almost daily,Sev times a year,Never,Very satisfied,Middle class,Not at all sat,Always wrong,No,No,6,56760
2014,2240,40,Married,0,24,13,Pretty happy,Very happy,Poor,Routine,Sev times a year,Sev times a week,Sev times a week,Mod. satisfied,Working class,Not at all sat,Not wrong at all,Yes,Yes,1,17738
2014,2244,35,Married,0,31,13,Pretty happy,Pretty happy,Poor,Don't know,Once a month,Sev times a year,Once a year,Mod. satisfied,Lower class,Not at all sat,Sometimes wrong,No,No,3,11234
2014,2246,50,Married,0,27,16,Very happy,Very happy,Excellent,Exciting,Once a year,Sev times a mnth,Once a month,Mod. satisfied,Working class,More or less,Almst always wrg,Yes,Yes,1,39023
2014,2248,Not applicable,Married,3,42,13,Not too happy,Not too happy,Poor,Dull,Sev times a year,Never,Sev times a year,Very satisfied,Working class,Not at all sat,Not wrong at all,Yes,No,4,39023
2014,2250,10,Married,0,66,20,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Once a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,Yes,Yes,1,26015
2014,2251,15,Married,2,47,14,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a year,Never,Very satisfied,Middle class,More or less,Not wrong at all,Yes,No,2,26015
2014,2252,42,Married,2,49,12,Pretty happy,Pretty happy,Good,Routine,Once a year,Once a month,Never,Mod. satisfied,Working class,More or less,Not wrong at all,No,Refused,4,15373
2014,2257,60,Married,0,58,9,Pretty happy,Very happy,Fair,Exciting,Once a year,Never,Never,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,3,26015
2014,2258,Not applicable,Married,3,59,12,Pretty happy,Very happy,Good,Routine,Sev times a mnth,Sev times a year,Never,Mod. satisfied,Working class,More or less,Sometimes wrong,No,Yes,2,47300
2014,2259,5,Married,7,55,12,Very happy,Very happy,Excellent,Routine,Once a month,Sev times a year,Sev times a mnth,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,6,11234
2014,2276,Not applicable,Married,2,62,16,Very happy,Very happy,Good,Routine,Once a year,Sev times a year,Once a year,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,10,47300
2014,2277,Not applicable,Married,5,63,12,Very happy,Very happy,Excellent,Exciting,Once a year,Never,Never,Not applicable,Working class,More or less,Not wrong at all,No,Yes,1,13008
2014,2283,52,Married,2,60,12,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a year,Never,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,3,56760
2014,2284,Not applicable,Married,3,29,12,Very happy,Very happy,Fair,Exciting,Once a month,Sev times a week,Never,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,4,26015
2014,2287,Not applicable,Married,5,51,12,Very happy,Very happy,Good,Exciting,Sev times a week,Never,Never,Very satisfied,Working class,Satisfied,Always wrong,No,Yes,4,134817
2014,2304,Not applicable,Married,3,76,18,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Once a year,Not applicable,Middle class,Satisfied,Sometimes wrong,No,Yes,2,39023
2014,2305,Not applicable,Married,2,70,12,Pretty happy,Pretty happy,Good,Dull,Sev times a week,Never,Never,Not applicable,Lower class,Not at all sat,Not wrong at all,No,Yes,0,26015
2014,2306,Not applicable,Married,3,53,11,Very happy,Very happy,Excellent,Routine,Almost daily,Sev times a week,Never,Very satisfied,Working class,More or less,Always wrong,No,Yes,0,26015
2014,2308,15,Married,0,59,12,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Once a year,Mod. satisfied,Working class,Not at all sat,Sometimes wrong,Yes,Yes,2,13008
2014,2317,45,Married,0,22,13,Very happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a mnth,Once a month,Mod. satisfied,Middle class,Satisfied,Not wrong at all,Yes,Yes,3,17738
2014,2323,Not applicable,Married,4,75,8,Pretty happy,Very happy,Fair,Routine,Sev times a week,Never,Never,Not applicable,Lower class,More or less,Sometimes wrong,No,Yes,4,10051
2014,2324,32,Married,5,43,12,Pretty happy,Pretty happy,Good,Routine,Once a year,Sev times a year,Never,A little dissat,Working class,More or less,Not wrong at all,No,No,4,31928
2014,2330,Not applicable,Married,3,34,15,Very happy,Very happy,Good,Exciting,Once a year,Sev times a year,Once a year,Not applicable,Working class,More or less,Almst always wrg,No,Yes,4,26015
2014,2332,Not applicable,Married,3,70,14,Not too happy,Pretty happy,Poor,Routine,Sev times a week,Once a month,Once a year,Not applicable,Lower class,More or less,Not wrong at all,No,Yes,3,15373
2014,2342,40,Married,3,44,14,Very happy,Very happy,Excellent,Exciting,Almost daily,Sev times a week,Never,Mod. satisfied,Middle class,More or less,Always wrong,No,No,1,56760
2014,2343,45,Married,0,26,16,Pretty happy,Very happy,Excellent,Routine,Sev times a year,Sev times a mnth,Sev times a mnth,Very dissatisfied,Middle class,Satisfied,Not wrong at all,No,Yes,0,56760
2014,2345,40,Married,6,38,13,Pretty happy,Pretty happy,Good,Dull,Never,Never,Never,A little dissat,Working class,More or less,Sometimes wrong,No,No,2,31928
2014,2347,50,Married,2,51,14,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Sev times a year,Very satisfied,Working class,More or less,Not wrong at all,Yes,No,4,31928
2014,2358,Not applicable,Married,6,82,16,Very happy,Very happy,Fair,Exciting,Sev times a year,Once a year,Never,Not applicable,Upper class,Satisfied,Always wrong,No,No,3,15373
2014,2392,40,Married,2,54,16,Pretty happy,Pretty happy,Excellent,Routine,Sev times a mnth,Sev times a year,Sev times a mnth,Mod. satisfied,Working class,Satisfied,Not wrong at all,No,Yes,3,47300
